;index;Unnamed: 0;ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;mean_intensity;cell_round;cell_area;object_no;cond_name
114;46;46;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;47;2108;1623;[2056,1581,2143,1683];2484.45;0.55743;6104.7;53;Pos_ctrl
115;47;47;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;48;920;1689;[895,1652,960,1726];2757.6;0.50939;2598.81;54;Pos_ctrl
116;48;48;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;49;440;1792;[395,1744,482,1836];2660.03;0.574061;5098.6;55;Pos_ctrl
117;49;49;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;50;163;1818;[131,1787,197,1856];2239.49;0.388379;2363.52;56;Pos_ctrl
118;50;50;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;51;961;1846;[935,1821,992,1891];2519.62;0.462784;2796.83;57;Pos_ctrl
119;51;51;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;52;1364;1918;[1330,1845,1398,1954];2596.85;0.632682;5254.04;58;Pos_ctrl
120;52;52;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;53;592;2027;[547,1957,637,2059];2511.67;0.448073;5537.24;59;Pos_ctrl
121;53;53;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;54;1553;2101;[1510,2056,1601,2159];2270.58;0.542656;5871.54;60;Pos_ctrl
122;54;54;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;55;734;2119;[689,2063,770,2153];2583.01;0.676209;4419.36;61;Pos_ctrl
123;55;55;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;56;907;2129;[863,2087,950,2183];2470.23;0.55251;6075.95;62;Pos_ctrl
124;56;56;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;57;692;2143;[659,2105,727,2187];2578.36;0.644028;4156.39;63;Pos_ctrl
125;57;57;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;58;585;565;[554,532,616,601];2299.46;0.148405;1989.83;65;Pos_ctrl
126;58;58;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I22;9;22;1;1;59;777;1185;[755,1164,801,1212];2781.39;0.380153;1243.51;66;Pos_ctrl
127;0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;1;939;55;[907,36,965,74];2556.63;0.607157;1469.22;3;Pos_ctrl
128;1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;2;934;96;[907,70,964,128];2626.63;0.60357;2263.44;4;Pos_ctrl
129;2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;3;895;107;[876,89,914,125];2714.6;0.712583;1045.49;5;Pos_ctrl
130;3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;4;226;130;[199,104,283,157];2353.38;0.537054;2966.11;6;Pos_ctrl
131;4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;5;863;169;[816,119,915,211];2880.18;0.521943;6611.47;7;Pos_ctrl
132;5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;6;260;173;[214,154,281,218];2400.63;0.413164;2113.33;8;Pos_ctrl
133;6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;7;1562;218;[1520,187,1602,268];2595.44;0.616109;3992.43;9;Pos_ctrl
134;7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;8;701;242;[663,206,731,268];2605.31;0.46028;2219.79;10;Pos_ctrl
135;8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;9;2054;253;[2008,215,2090,315];2484.65;0.54453;5178.45;11;Pos_ctrl
136;9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;10;893;293;[858,248,921,331];2714.53;0.491897;3634.71;12;Pos_ctrl
137;10;10;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;11;1250;432;[1208,363,1310,474];2852.96;0.558893;7590.95;14;Pos_ctrl
138;11;11;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;12;537;456;[479,415,593,495];2988.28;0.621269;5906.67;16;Pos_ctrl
139;12;12;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;13;1526;545;[1393,428,1621,588];2776.44;0.345657;15797.3;17;Pos_ctrl
140;13;13;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;14;1987;499;[1933,462,2024,540];2548.14;0.587031;4668.48;18;Pos_ctrl
141;14;14;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;15;1733;504;[1702,465,1773,534];2609.4;0.591382;3610.22;19;Pos_ctrl
142;15;15;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;16;1926;559;[1843,537,1956,609];2485.18;0.4021;3614.48;21;Pos_ctrl
143;16;16;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;17;126;623;[72,571,167,661];2422.95;0.479351;5414.8;22;Pos_ctrl
144;17;17;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;18;286;651;[233,618,328,680];2594.37;0.550952;3966.88;23;Pos_ctrl
145;18;18;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;19;1372;671;[1316,619,1422,722];2837.42;0.618128;7457.86;24;Pos_ctrl
146;19;19;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;20;1147;831;[1084,763,1209,901];3038.48;0.710672;12661.9;25;Pos_ctrl
147;20;20;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;21;664;835;[540,765,708,888];2887.49;0.459298;10893.5;26;Pos_ctrl
148;21;21;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;22;1621;850;[1575,806,1677,911];2827.43;0.62513;7200.22;27;Pos_ctrl
149;22;22;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;23;1931;867;[1878,821,1982,911];3035.69;0.602858;5898.15;28;Pos_ctrl
150;23;23;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;24;349;897;[312,867,395,933];2485.7;0.515685;3418.59;29;Pos_ctrl
151;24;24;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;25;1193;998;[1140,942,1271,1054];2830.43;0.579747;8716.28;30;Pos_ctrl
152;25;25;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;26;1552;1065;[1511,1038,1581,1101];2316.36;0.537381;2908.62;31;Pos_ctrl
153;26;26;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;27;274;1106;[233,1073,312,1142];2778.64;0.651749;3742.24;32;Pos_ctrl
154;27;27;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;28;808;1182;[742,1148,839,1220];2564.24;0.485556;4399.13;33;Pos_ctrl
155;28;28;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;29;1680;1194;[1646,1159,1735,1227];2411.72;0.577829;4132.97;34;Pos_ctrl
156;29;29;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;30;1843;1273;[1804,1217,1894,1312];2285.3;0.425969;5475.49;35;Pos_ctrl
157;30;30;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;31;343;1319;[312,1291,377,1357];2167.68;0.224434;1821.61;36;Pos_ctrl
158;31;31;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;32;1637;1429;[1585,1369,1701,1490];2825.2;0.664306;9000.54;37;Pos_ctrl
159;32;32;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;33;1189;1507;[1150,1469,1225,1547];2482.0;0.522535;4234.11;38;Pos_ctrl
160;33;33;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;34;416;1564;[370,1507,453,1603];2343.88;0.31622;3465.43;39;Pos_ctrl
161;34;34;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;35;582;1565;[546,1527,635,1628];2623.16;0.53352;6400.67;40;Pos_ctrl
162;35;35;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;36;233;1665;[179,1620,287,1714];2308.36;0.517095;6599.76;41;Pos_ctrl
163;36;36;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;37;1445;1679;[1413,1638,1482,1741];2243.1;0.507724;4747.27;42;Pos_ctrl
164;37;37;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;38;898;1699;[868,1672,925,1729];2367.86;0.613075;2301.77;43;Pos_ctrl
165;38;38;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;39;1138;1820;[1088,1764,1180,1867];2699.06;0.647985;6512.46;44;Pos_ctrl
166;39;39;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;40;2051;1859;[2024,1824,2121,1898];2215.48;0.388819;3761.4;45;Pos_ctrl
167;40;40;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;41;1404;1870;[1362,1843,1435,1894];2345.87;0.685876;2465.73;46;Pos_ctrl
168;41;41;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;42;1379;1916;[1342,1874,1459,1963];2298.57;0.479073;5660.74;47;Pos_ctrl
169;42;42;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;43;122;2043;[78,2012,163,2075];2223.23;0.58858;3140.71;49;Pos_ctrl
170;43;43;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;44;1421;2128;[1371,2061,1463,2173];2317.41;0.605741;7140.6;50;Pos_ctrl
171;44;44;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;45;324;2149;[274,2127,353,2189];2331.25;0.584373;3284.44;51;Pos_ctrl
172;45;45;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;46;1780;274;[1646,234,1791,396];2042.25;0.0546772;5295.56;55;Pos_ctrl
173;46;46;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;47;1634;316;[1605,288,1649,365];2059.05;0.180567;1697.05;56;Pos_ctrl
174;47;47;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;48;476;1415;[467,1407,489,1504];2060.31;0.298256;1108.3;57;Pos_ctrl
175;48;48;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;49;728;1626;[670,1619,763,1635];2058.77;0.379118;1005.03;58;Pos_ctrl
176;49;49;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;50;1252;219;[1210,192,1279,249];2192.14;0.174304;1639.56;59;Pos_ctrl
177;50;50;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;51;560;402;[530,381,582,423];2766.93;0.671275;1601.23;60;Pos_ctrl
178;51;51;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J21;10;21;1;1;52;194;452;[156,428,232,479];2137.66;0.331061;2197.44;61;Pos_ctrl
179;0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;1;1688;268;[1653,257,1710,304];2393.4;0.520556;1385.11;2;Pos_ctrl
180;1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;2;828;543;[811,519,852,564];2477.72;0.658759;1132.79;3;Pos_ctrl
181;2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;3;1886;792;[1870,767,1903,816];2230.91;0.45483;1032.71;4;Pos_ctrl
182;3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;4;1505;1154;[1468,1131,1555,1186];2342.4;0.450269;2328.39;6;Pos_ctrl
183;4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;5;922;68;[902,30,947,103];2273.48;0.509241;2367.78;11;Pos_ctrl
184;5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;6;1886;106;[1830,72,1927,209];2558.3;0.459687;6823.33;12;Pos_ctrl
185;6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;7;1617;132;[1578,91,1653,175];2696.09;0.637438;4252.21;13;Pos_ctrl
186;7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;8;1906;160;[1879,120,1926,186];2633.39;0.701091;2150.59;15;Pos_ctrl
187;8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;9;1916;198;[1886,174,1937,228];2480.07;0.648722;1987.7;16;Pos_ctrl
188;9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;10;1869;211;[1846,188,1896,238];2424.95;0.690092;1422.37;17;Pos_ctrl
189;10;10;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;11;1622;243;[1585,208,1664,297];2468.52;0.604849;4733.43;18;Pos_ctrl
190;11;11;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;12;2008;299;[1984,264,2053,348];2396.22;0.50466;3163.07;19;Pos_ctrl
191;12;12;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;13;1691;302;[1661,283,1711,345];2364.93;0.534396;1706.63;20;Pos_ctrl
192;13;13;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;14;2091;328;[2049,296,2143,368];2333.23;0.55567;4702.55;21;Pos_ctrl
193;14;14;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;15;2109;365;[2076,350,2132,386];2250.06;0.552228;1158.34;22;Pos_ctrl
194;15;15;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;16;68;400;[27,372,98,451];2472.79;0.563973;3899.81;23;Pos_ctrl
195;16;16;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;17;938;437;[902,391,989,478];2645.09;0.449012;4364.0;24;Pos_ctrl
196;17;17;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;18;734;458;[689,396,767,494];2574.88;0.418916;4925.07;25;Pos_ctrl
197;18;18;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;19;455;432;[432,408,523,463];2513.57;0.377521;3241.86;26;Pos_ctrl
198;19;19;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;20;1920;452;[1862,417,1955,493];2426.3;0.460906;4612.06;27;Pos_ctrl
199;20;20;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;21;267;449;[249,422,288,475];2310.94;0.389761;1340.39;28;Pos_ctrl
200;21;21;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;22;1714;477;[1664,427,1762,528];2515.97;0.549533;6747.74;29;Pos_ctrl
201;22;22;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;23;569;409;[531,376,603,469];2894.2;0.59705;4716.39;30;Pos_ctrl
202;23;23;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;24;1397;494;[1345,439,1432,545];2574.95;0.48804;5145.45;31;Pos_ctrl
203;24;24;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;25;822;482;[792,454,884,530];2680.38;0.584559;3907.26;32;Pos_ctrl
204;25;25;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;26;321;531;[300,480,350,548];2347.34;0.401467;2227.25;33;Pos_ctrl
205;26;26;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;27;276;520;[245,495,300,552];2287.69;0.539295;2280.48;34;Pos_ctrl
206;27;27;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;28;802;517;[780,496,824,540];2560.96;0.80676;1480.93;35;Pos_ctrl
207;28;28;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;29;166;604;[96,547,202,638];2353.6;0.423496;5008.11;36;Pos_ctrl
208;29;29;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;30;1401;567;[1384,548,1421,588];2543.41;0.755794;1068.91;37;Pos_ctrl
209;30;30;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;31;1027;634;[986,584,1084,678];2623.2;0.539726;5791.69;38;Pos_ctrl
210;31;31;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;32;1390;613;[1340,580,1452,655];2529.81;0.546617;5320.05;39;Pos_ctrl
211;32;32;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;33;332;639;[295,610,369,717];2293.28;0.385778;4591.83;40;Pos_ctrl
212;33;33;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;34;132;779;[90,732,260,943];2271.15;0.220373;12159.4;41;Pos_ctrl
213;34;34;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;35;377;775;[335,735,415,826];2423.4;0.588027;5101.8;42;Pos_ctrl
214;35;35;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;36;1849;823;[1827,743,1880,846];2365.56;0.436673;3020.41;43;Pos_ctrl
215;36;36;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;37;985;804;[952,769,1013,848];2501.66;0.532768;3340.87;44;Pos_ctrl
216;37;37;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;38;979;994;[871,786,1258,1171];2668.88;0.420403;49981.0;45;Pos_ctrl
217;38;38;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;39;1782;864;[1742,825,1854,922];2373.16;0.455317;6176.03;46;Pos_ctrl
218;39;39;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;40;130;901;[107,872,150,917];2082.04;0.565955;1163.66;47;Pos_ctrl
219;40;40;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;41;2107;940;[2064,898,2161,974];2809.53;0.719207;5454.2;48;Pos_ctrl
220;41;41;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;42;592;967;[565,921,626,1001];2504.65;0.490691;3456.91;49;Pos_ctrl
221;42;42;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;43;552;989;[532,962,577,1027];2515.48;0.590682;2019.64;50;Pos_ctrl
222;43;43;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;44;272;1069;[216,994,360,1130];2738.27;0.589583;13030.2;51;Pos_ctrl
223;44;44;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;45;2106;1032;[2083,994,2126,1059];2273.67;0.463579;1665.11;52;Pos_ctrl
224;45;45;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;46;1057;1065;[989,1037,1080,1121];2290.23;0.45031;4194.72;53;Pos_ctrl
225;46;46;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;47;1239;1097;[1191,1056,1282,1170];2476.56;0.609306;7637.79;54;Pos_ctrl
226;47;47;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;48;1549;1115;[1531,1098,1589,1158];2189.4;0.407101;1450.05;55;Pos_ctrl
227;48;48;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;49;1444;1134;[1420,1110,1483,1201];2190.47;0.489985;3019.34;56;Pos_ctrl
