;index;Unnamed: 0;ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;mean_intensity;cell_round;cell_area;object_no;cond_name
228;49;49;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;50;1780;1184;[1729,1133,1835,1224];2562.17;0.536929;6348.5;57;Pos_ctrl
229;50;50;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;51;1349;1206;[1320,1170,1400,1257];2317.16;0.538223;4440.65;58;Pos_ctrl
230;51;51;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;52;1065;1348;[988,1272,1127,1429];3340.08;0.731508;16371.1;59;Pos_ctrl
231;52;52;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;53;1617;1370;[1586,1340,1653,1422];2297.98;0.53351;4280.95;61;Pos_ctrl
232;53;53;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;54;2004;1421;[1958,1380,2036,1462];2301.68;0.525933;4020.11;62;Pos_ctrl
234;55;55;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;56;984;1597;[945,1541,1026,1629];2361.77;0.525638;4467.27;64;Pos_ctrl
235;56;56;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;57;1086;1690;[1044,1644,1143,1751];2493.04;0.558799;6280.36;65;Pos_ctrl
236;57;57;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;58;815;1698;[771,1660,907,1796];1935.79;0.157473;7436.57;66;Pos_ctrl
237;58;58;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;59;505;1702;[476,1670,555,1750];2219.48;0.440335;3547.41;67;Pos_ctrl
238;59;59;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;60;381;1744;[332,1682,427,1809];2421.78;0.5278;7823.04;68;Pos_ctrl
239;60;60;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;61;605;1702;[555,1678,634,1731];2269.94;0.494012;2324.13;69;Pos_ctrl
240;61;61;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;62;1865;1756;[1797,1718,1906,1806];2312.53;0.606466;6642.34;70;Pos_ctrl
241;62;62;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;63;1053;1794;[987,1749,1081,1842];2299.18;0.35249;4016.92;71;Pos_ctrl
242;63;63;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;64;2132;1786;[2091,1750,2194,1860];2196.47;0.481013;7188.51;72;Pos_ctrl
243;64;64;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;65;1445;1804;[1418,1765,1475,1841];2212.35;0.528286;2714.85;73;Pos_ctrl
244;65;65;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;66;2068;1814;[2049,1795,2119,1854];2019.07;0.470379;2002.6;74;Pos_ctrl
245;66;66;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;67;1054;1849;[1021,1829,1072,1867];2202.29;0.5635;1015.67;75;Pos_ctrl
246;67;67;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;68;1297;1892;[1233,1835,1351,1950];2318.73;0.485577;7239.61;76;Pos_ctrl
247;68;68;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;69;1514;1911;[1472,1876,1553,1975];2093.42;0.368001;4387.42;77;Pos_ctrl
248;69;69;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;70;922;1982;[867,1922,984,2044];4304.77;0.883056;10748.7;78;Pos_ctrl
249;70;70;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;71;340;1953;[317,1929,367,1978];2315.0;0.641376;1856.75;79;Pos_ctrl
250;71;71;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;72;1396;2054;[1351,2008,1457,2101];2512.3;0.697267;6940.45;80;Pos_ctrl
251;72;72;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;73;1719;2160;[1678,2128,1754,2198];2071.77;0.540975;3083.22;81;Pos_ctrl
253;74;74;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;75;1835;581;[1826,514,1845,646];2030.2;0.226838;1281.84;83;Pos_ctrl
254;75;75;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;76;1860;610;[1850,540,1886,678];2025.33;0.0620889;1556.52;84;Pos_ctrl
255;76;76;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;77;701;1258;[691,1246,716,1409];2025.57;0.0820199;1474.54;85;Pos_ctrl
256;77;77;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;78;1814;351;[1775,334,1826,368];2252.95;0.318831;1046.55;86;Pos_ctrl
257;78;78;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J22;10;22;1;1;79;1966;988;[1933,951,2008,1012];2079.32;0.168652;1869.52;87;Pos_ctrl
258;0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;1;732;280;[701,262,765,298];2542.78;0.489744;1118.95;3;Pos_ctrl
259;1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;2;650;823;[639,778,676,844];2441.19;0.412429;1236.06;4;Pos_ctrl
260;2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;3;382;808;[360,794,403,850];2188.57;0.409187;1285.03;5;Pos_ctrl
261;3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;4;1265;1575;[1240,1534,1296,1611];2614.03;0.514002;2281.54;6;Pos_ctrl
262;4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;5;1177;1550;[1160,1517,1223,1640];2451.64;0.379398;2863.91;7;Pos_ctrl
263;5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;6;1039;1833;[1022,1822,1052,1878];2465.08;0.582438;1162.6;8;Pos_ctrl
264;6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;7;1534;60;[1514,33,1561,83];2516.87;0.559839;1628.91;10;Pos_ctrl
265;7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;8;1482;172;[1439,100,1519,222];3104.25;0.594442;5701.19;11;Pos_ctrl
266;8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;9;370;173;[338,145,395,219];2524.85;0.520146;2742.54;12;Pos_ctrl
267;9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;10;468;192;[425,147,529,238];2977.13;0.670454;7506.84;13;Pos_ctrl
268;10;10;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;11;1669;169;[1635,154,1689,188];2511.98;0.543322;1055.07;14;Pos_ctrl
269;11;11;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;12;138;191;[87,154,177,228];2447.78;0.604389;4504.53;15;Pos_ctrl
270;12;12;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;13;1822;220;[1804,164,1866,243];2521.52;0.276136;2370.97;16;Pos_ctrl
271;13;13;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;14;728;212;[616,163,781,279];3337.01;0.434049;10337.7;17;Pos_ctrl
272;14;14;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;15;597;241;[563,171,633,273];2824.83;0.57792;4134.03;18;Pos_ctrl
273;15;15;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;16;1582;221;[1527,182,1628,313];2822.71;0.415169;5936.48;19;Pos_ctrl
274;16;16;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;17;1966;235;[1946,197,2001,268];2098.72;0.406124;2451.89;20;Pos_ctrl
275;17;17;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;18;1334;236;[1289,211,1359,272];2857.99;0.691248;2521.09;21;Pos_ctrl
276;18;18;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;19;1275;207;[1222,168,1322,308];2957.26;0.498447;7732.54;22;Pos_ctrl
277;19;19;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;20;1637;275;[1597,245,1689,299];3267.11;0.555896;3352.58;23;Pos_ctrl
278;20;20;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;21;918;329;[878,276,955,366];2987.17;0.604912;4566.28;24;Pos_ctrl
279;21;21;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;22;257;304;[239,285,291,322];2273.24;0.5368;1171.11;25;Pos_ctrl
280;22;22;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;23;201;347;[146,307,250,384];2526.01;0.554368;5193.36;26;Pos_ctrl
281;23;23;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;24;281;428;[248,385,303,449];2334.44;0.47323;2252.8;27;Pos_ctrl
282;24;24;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;25;1377;434;[1331,396,1426,500];3014.83;0.616142;5699.06;28;Pos_ctrl
283;25;25;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;26;321;439;[296,409,352,469];2476.83;0.651994;2246.41;29;Pos_ctrl
284;26;26;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;27;1248;434;[1224,412,1271,469];2747.67;0.689272;1905.72;30;Pos_ctrl
285;27;27;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;28;1334;458;[1314,434,1370,490];2933.28;0.658932;1769.45;31;Pos_ctrl
286;28;28;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;29;1272;513;[1202,460,1373,566];3033.19;0.434264;7720.83;32;Pos_ctrl
287;29;29;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;30;445;526;[425,472,467,541];2228.49;0.41255;1467.09;33;Pos_ctrl
288;30;30;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;31;361;511;[335,488,423,554];2329.97;0.415252;3630.45;34;Pos_ctrl
289;31;31;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;32;126;556;[89,533,159,575];2645.68;0.660511;1684.27;35;Pos_ctrl
290;32;32;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;33;907;582;[881,545,934,602];2165.36;0.298964;1740.7;36;Pos_ctrl
291;33;33;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;34;131;604;[78,573,170,641];2426.82;0.583786;4228.78;37;Pos_ctrl
292;34;34;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;35;1562;598;[1531,576,1581,632];2398.67;0.446756;1730.05;38;Pos_ctrl
293;35;35;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;36;1446;652;[1419,627,1473,679];2482.0;0.66819;2211.28;39;Pos_ctrl
294;36;36;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;37;2094;657;[2071,641,2154,718];2438.94;0.306159;2714.85;40;Pos_ctrl
295;37;37;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;38;267;698;[218,670,306,736];2220.65;0.503589;3601.71;41;Pos_ctrl
296;38;38;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;39;1187;766;[1129,699,1230,800];2646.51;0.458405;5519.14;42;Pos_ctrl
297;39;39;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;40;1720;731;[1687,682,1773,776];2858.51;0.587956;5361.57;43;Pos_ctrl
298;40;40;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;41;602;835;[581,794,628,858];2906.35;0.680157;2277.28;44;Pos_ctrl
299;41;41;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;42;561;847;[530,816,582,863];2512.86;0.586486;1345.72;46;Pos_ctrl
300;42;42;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;43;1707;852;[1688,824,1734,888];2277.19;0.380232;1774.77;47;Pos_ctrl
301;43;43;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;44;795;882;[751,832,845,915];2889.2;0.625618;4976.17;48;Pos_ctrl
302;44;44;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;45;618;884;[579,835,676,930];2973.86;0.608382;5276.4;49;Pos_ctrl
303;45;45;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;46;311;867;[273,844,337,904];2678.59;0.642259;2462.53;50;Pos_ctrl
304;46;46;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;47;55;874;[6,850,94,901];2485.64;0.533218;2417.82;51;Pos_ctrl
305;47;47;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;48;276;910;[237,869,304,939];2468.23;0.699122;3192.88;52;Pos_ctrl
306;48;48;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;49;568;900;[522,870,599,941];2513.83;0.564689;3438.82;53;Pos_ctrl
307;49;49;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;50;316;938;[296,901,339,953];2642.24;0.614706;1419.18;54;Pos_ctrl
308;50;50;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;51;557;1025;[507,982,614,1118];2890.47;0.555627;9786.25;56;Pos_ctrl
309;51;51;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;52;359;1021;[305,985,397,1063];2607.71;0.574729;4588.64;57;Pos_ctrl
310;52;52;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;53;1538;1051;[1490,1018,1567,1088];2745.92;0.476636;3245.05;58;Pos_ctrl
311;53;53;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;54;1868;1155;[1842,1112,1894,1177];2423.77;0.38072;1731.12;59;Pos_ctrl
312;54;54;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;55;130;1151;[104,1137,157,1172];2538.78;0.67132;1359.56;60;Pos_ctrl
313;55;55;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;56;1252;1200;[1222,1160,1277,1229];2452.4;0.565457;2517.89;61;Pos_ctrl
314;56;56;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;57;1211;1179;[1177,1161,1234,1228];2426.9;0.543938;2169.75;62;Pos_ctrl
315;57;57;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;58;1955;1196;[1931,1167,2001,1236];2131.52;0.233305;2283.67;63;Pos_ctrl
316;58;58;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;59;456;1319;[414,1265,482,1347];2372.06;0.462228;3468.63;64;Pos_ctrl
317;59;59;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;60;2048;1432;[2005,1399,2111,1466];2972.29;0.635031;5010.24;65;Pos_ctrl
318;60;60;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;61;1097;1448;[1050,1401,1164,1500];3179.27;0.692684;6748.81;66;Pos_ctrl
319;61;61;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;62;107;1459;[61,1423,147,1530];2630.8;0.612404;5861.96;67;Pos_ctrl
320;62;62;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;63;1207;1533;[1183,1515,1251,1551];2629.11;0.553117;1690.66;68;Pos_ctrl
321;63;63;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;64;1360;1578;[1306,1531,1418,1632];3145.81;0.700562;8427.76;69;Pos_ctrl
322;64;64;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;65;1213;1590;[1186,1550,1242,1614];2795.21;0.677301;2619.04;70;Pos_ctrl
323;65;65;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;66;519;1616;[485,1571,566,1666];2346.9;0.507949;4415.1;71;Pos_ctrl
324;66;66;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;67;516;1778;[494,1755,533,1802];2673.43;0.700871;1253.09;72;Pos_ctrl
325;67;67;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;68;1073;1879;[1039,1816,1117,1933];2815.69;0.566097;5633.06;73;Pos_ctrl
326;68;68;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;69;176;1866;[156,1846,199,1898];2196.41;0.67445;1705.57;75;Pos_ctrl
327;69;69;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;70;1082;1977;[1038,1931,1132,2016];2803.68;0.613706;5537.24;76;Pos_ctrl
328;70;70;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;71;74;2036;[39,1989,117,2093];2304.78;0.639707;4919.74;77;Pos_ctrl
329;71;71;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;72;532;2123;[478,2095,558,2159];2338.36;0.549765;3185.43;78;Pos_ctrl
330;72;72;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;73;666;503;[651,408,679,567];2069.14;0.338588;2255.99;80;Pos_ctrl
331;73;73;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;74;635;492;[623,414,649,585];2063.51;0.211145;1981.31;81;Pos_ctrl
332;74;74;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;75;1323;679;[1256,627,1375,688];2061.11;0.185477;1565.03;82;Pos_ctrl
333;75;75;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;76;798;1282;[646,1148,845,1317];2065.55;0.0434006;5839.6;83;Pos_ctrl
334;76;76;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;77;891;1262;[881,1153,900,1286];2063.28;0.162138;1871.65;84;Pos_ctrl
335;77;77;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;78;1442;1348;[1424,1223,1465,1435];2059.6;0.112731;2742.54;85;Pos_ctrl
336;78;78;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;79;835;1397;[810,1357,997,1533];2062.7;0.0981005;3660.26;86;Pos_ctrl
337;79;79;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;80;839;1420;[832,1415,966,1504];2058.55;0.0889766;1392.56;87;Pos_ctrl
338;80;80;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;81;1741;162;[1712,123,1780,204];2074.8;0.21987;2583.9;88;Pos_ctrl
339;81;81;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;82;2125;536;[2090,520,2144,564];2395.59;0.387549;1435.15;89;Pos_ctrl
340;82;82;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;83;2122;635;[2083,616,2141,652];2515.68;0.533543;1289.29;90;Pos_ctrl
341;83;83;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K21;11;21;1;1;84;2049;880;[2017,862,2073,896];2811.45;0.447829;1145.56;91;Pos_ctrl
348;0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;1;219;351;[200,341,278,396];2370.5;0.334127;1537.35;1;Pos_ctrl
