;index;Unnamed: 0;ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;mean_intensity;cell_round;cell_area;object_no;cond_name
349;1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;2;67;494;[23,456,112,521];2216.2;0.391293;2502.99;2;Pos_ctrl
350;2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;3;1258;735;[1202,713,1281,757];2443.6;0.459174;1511.8;3;Pos_ctrl
351;3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;4;360;746;[307,731,390,758];2148.74;0.312595;1138.11;4;Pos_ctrl
352;4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;5;2180;1039;[2164,1021,2203,1060];2286.18;0.650516;1010.35;5;Pos_ctrl
353;5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;6;1156;1321;[1115,1307,1170,1357];2413.75;0.635311;1398.95;6;Pos_ctrl
354;6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;7;761;29;[744,13,800,78];2338.17;0.461203;2075.0;10;Pos_ctrl
355;7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;8;1471;135;[1420,100,1524,165];2400.76;0.447812;3995.63;11;Pos_ctrl
356;8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;9;669;148;[637,105,690,178];2362.35;0.391333;2279.41;12;Pos_ctrl
357;9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;10;287;163;[250,124,337,226];2632.09;0.576186;5620.28;13;Pos_ctrl
358;10;10;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;11;1042;227;[998,167,1080,271];2708.25;0.449978;4336.31;14;Pos_ctrl
359;11;11;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;12;470;267;[401,239,505,319];2405.52;0.263579;3930.68;15;Pos_ctrl
360;12;12;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;13;185;308;[140,268,272,373];2390.22;0.491454;7559.01;16;Pos_ctrl
361;13;13;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;14;1270;359;[1210,301,1302,396];2623.27;0.47474;4692.97;17;Pos_ctrl
362;14;14;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;15;298;381;[273,362,344,418];2436.31;0.622973;1989.83;18;Pos_ctrl
363;15;15;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;16;1890;429;[1845,395,1919,462];2495.83;0.62305;3472.88;19;Pos_ctrl
364;16;16;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;17;279;460;[220,393,339,526];2504.91;0.471594;10561.3;20;Pos_ctrl
365;17;17;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;18;872;465;[845,433,904,491];2884.91;0.622849;2528.54;21;Pos_ctrl
366;18;18;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;19;1235;492;[1209,471,1254,540];2366.56;0.401489;1870.59;22;Pos_ctrl
367;19;19;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;20;994;507;[959,484,1042,539];2612.22;0.455782;2817.06;23;Pos_ctrl
368;20;20;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;21;120;561;[61,503,197,626];2671.84;0.64869;12386.1;24;Pos_ctrl
369;21;21;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;22;2119;652;[2048,613,2150,687];2404.73;0.515153;5318.99;25;Pos_ctrl
370;22;22;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;23;1202;689;[1167,647,1280,757];2690.04;0.455006;6556.11;26;Pos_ctrl
371;23;23;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;24;1278;757;[1259,734,1334,799];2277.1;0.552365;2674.4;27;Pos_ctrl
372;24;24;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;25;1372;768;[1350,753,1395,798];2200.35;0.301723;1025.26;28;Pos_ctrl
373;25;25;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;26;1235;791;[1191,756,1265,808];2520.24;0.467718;2275.15;29;Pos_ctrl
374;26;26;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;27;1342;895;[1311,870,1367,930];2270.87;0.482788;2053.71;30;Pos_ctrl
375;27;27;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;28;1414;909;[1389,888,1435,938];2600.72;0.458265;1230.73;31;Pos_ctrl
376;28;28;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;29;1821;940;[1759,890,1868,989];2799.74;0.690391;7406.76;32;Pos_ctrl
377;29;29;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;30;1439;983;[1396,968,1458,1004];2484.77;0.670675;1671.5;33;Pos_ctrl
378;30;30;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;31;1214;1026;[1166,974,1265,1082];1980.5;0.43875;8354.3;34;Pos_ctrl
379;31;31;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;32;1474;1023;[1428,994,1511,1061];2359.97;0.53505;3406.88;35;Pos_ctrl
380;32;32;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;33;1068;1059;[1048,1009,1138,1128];2199.24;0.265214;5001.72;36;Pos_ctrl
381;33;33;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;34;2137;1057;[2091,1024,2177,1108];2478.53;0.579809;4929.32;37;Pos_ctrl
382;34;34;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;35;1758;1263;[1699,1195,1842,1329];2901.6;0.653861;12603.3;38;Pos_ctrl
383;35;35;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;36;1114;1316;[1091,1297,1150,1335];2422.58;0.70687;1461.76;40;Pos_ctrl
384;36;36;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;37;1101;1365;[1070,1329,1125,1392];2540.79;0.662591;2264.51;41;Pos_ctrl
385;37;37;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;38;1167;1373;[1107,1342,1192,1423];2517.79;0.555778;3714.56;42;Pos_ctrl
386;38;38;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;39;1354;1369;[1317,1344,1386,1414];2213.6;0.387715;2850.06;43;Pos_ctrl
387;39;39;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;40;446;1524;[415,1473,486,1547];2384.4;0.413916;3026.8;44;Pos_ctrl
388;40;40;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;41;1203;1566;[1152,1496,1265,1614];2880.73;0.624414;9657.43;45;Pos_ctrl
389;41;41;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;42;1705;1776;[1655,1745,1741,1810];2523.93;0.626326;4129.77;46;Pos_ctrl
390;42;42;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;43;185;1789;[119,1748,227,1831];2308.76;0.544719;5594.73;47;Pos_ctrl
391;43;43;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;44;317;1805;[287,1783,337,1826];2466.65;0.779725;1495.83;48;Pos_ctrl
392;44;44;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;45;1038;1909;[1021,1882,1085,1933];2640.16;0.524986;1889.75;49;Pos_ctrl
393;45;45;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;46;998;1930;[973,1907,1038,1955];2601.09;0.600719;1983.44;50;Pos_ctrl
394;46;46;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;47;630;1961;[602,1918,668,2013];2239.81;0.377745;3437.75;51;Pos_ctrl
395;47;47;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;48;1857;1987;[1837,1968,1873,2020];2382.45;0.564597;1212.63;53;Pos_ctrl
396;48;48;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;49;362;2135;[297,2092,414,2180];2177.46;0.491673;5407.35;54;Pos_ctrl
397;49;49;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;50;1641;2143;[1556,2108,1670,2204];2216.83;0.483422;6215.42;55;Pos_ctrl
398;50;50;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;51;758;2155;[732,2126,806,2191];2257.12;0.479077;2753.18;56;Pos_ctrl
400;52;52;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;53;1351;472;[1265,335,1531,612];2022.92;0.0851765;34784.2;58;Pos_ctrl
401;53;53;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;54;1676;417;[1564,409,1783,437];1994.5;0.0503348;2580.71;59;Pos_ctrl
402;54;54;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;55;400;171;[348,118,458,233];2049.93;0.386169;8757.8;60;Pos_ctrl
403;55;55;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;56;974;188;[959,161,1004,206];2313.37;0.410604;1009.29;61;Pos_ctrl
404;56;56;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;57;1802;233;[1759,187,1840,251];1975.81;0.137406;1928.08;62;Pos_ctrl
405;57;57;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L21;12;21;1;1;58;258;1581;[5,1461,334,1634];2100.42;0.386274;29307.7;63;Pos_ctrl
406;0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;1;301;82;[258,59,340,100];2265.69;0.480023;1945.11;1;Pos_ctrl
407;1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;2;432;819;[391,804,452,850];2383.55;0.582393;1685.34;2;Pos_ctrl
408;2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;3;1156;1178;[1118,1158,1173,1230];2263.48;0.448865;2019.64;3;Pos_ctrl
409;3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;4;1182;49;[1148,19,1223,91];2485.33;0.595824;3181.17;4;Pos_ctrl
410;4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;5;1202;76;[1181,61,1225,102];2347.6;0.678732;1334.0;6;Pos_ctrl
411;5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;6;328;105;[278,79,371,136];2758.89;0.566413;2929.91;7;Pos_ctrl
412;6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;7;2128;138;[2109,111,2154,172];2364.67;0.509729;1585.26;8;Pos_ctrl
413;7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;8;1909;164;[1871,134,1959,195];2672.29;0.729058;3984.98;9;Pos_ctrl
414;8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;9;839;184;[815,145,874,199];2227.91;0.227701;1280.77;10;Pos_ctrl
415;9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;10;1409;203;[1381,172,1445,249];2737.83;0.52183;3294.02;11;Pos_ctrl
416;10;10;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;11;2108;204;[2088,184,2142,239];2243.94;0.532578;1491.57;12;Pos_ctrl
417;11;11;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;12;1742;216;[1700,193,1776,269];2344.83;0.381392;3085.35;13;Pos_ctrl
418;12;12;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;13;1920;210;[1880,193,1937,242];2488.22;0.614545;1481.99;14;Pos_ctrl
419;13;13;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;14;692;232;[660,206,738,273];2780.91;0.481843;2584.97;15;Pos_ctrl
420;14;14;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;15;2013;281;[1991,259,2054,305];2543.01;0.546984;2084.58;16;Pos_ctrl
421;15;15;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;16;2004;335;[1948,272,2039,375];2580.57;0.544764;5793.82;17;Pos_ctrl
422;16;16;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;17;835;315;[798,284,864,351];2784.38;0.624254;3287.64;18;Pos_ctrl
423;17;17;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;18;412;448;[353,403,458,497];2914.0;0.685619;6895.73;19;Pos_ctrl
424;18;18;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;19;272;505;[230,470,306,546];2499.24;0.45372;3914.71;20;Pos_ctrl
425;19;19;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;20;1404;526;[1347,478,1439,561];3060.11;0.608453;4471.52;21;Pos_ctrl
426;20;20;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;21;1172;651;[1149,623,1188,670];2180.85;0.393221;1058.26;22;Pos_ctrl
427;21;21;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;22;1220;728;[1138,689,1257,794];2584.62;0.474153;6449.64;23;Pos_ctrl
428;22;22;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;23;547;767;[504,732,589,801];2741.34;0.60428;3892.36;24;Pos_ctrl
429;23;23;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;24;410;787;[351,757,439,825];2391.21;0.505925;3316.38;25;Pos_ctrl
430;24;24;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;25;1077;852;[1054,812,1115,870];2076.08;0.212536;1397.88;26;Pos_ctrl
431;25;25;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;26;1646;900;[1618,876,1678,943];2213.66;0.427289;2506.18;27;Pos_ctrl
432;26;26;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;27;253;934;[202,887,313,972];2684.15;0.614516;6186.67;28;Pos_ctrl
433;27;27;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;28;1625;983;[1597,964,1641,1009];2474.02;0.324516;1162.6;29;Pos_ctrl
434;28;28;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;29;592;1091;[524,1060,625,1115];2575.23;0.495389;3149.23;31;Pos_ctrl
435;29;29;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;30;1370;1088;[1340,1060,1403,1132];2560.65;0.658416;2984.21;32;Pos_ctrl
436;30;30;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;31;390;1080;[363,1062,419,1103];2207.78;0.424872;1269.06;33;Pos_ctrl
437;31;31;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;32;401;1171;[369,1143,435,1244];2462.62;0.465257;4748.33;34;Pos_ctrl
438;32;32;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;33;2083;1179;[2047,1155,2127,1210];2311.72;0.517598;2482.76;35;Pos_ctrl
439;33;33;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;34;2069;1224;[2026,1186,2092,1245];2353.8;0.46235;2297.51;36;Pos_ctrl
440;34;34;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;35;157;1242;[106,1194,215,1280];2575.57;0.632725;5728.87;38;Pos_ctrl
441;35;35;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;36;1133;1231;[1115,1205,1151,1258];2274.5;0.64575;1371.27;39;Pos_ctrl
442;36;36;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;37;503;1346;[449,1289,570,1418];3144.75;0.702296;11041.5;40;Pos_ctrl
443;37;37;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;38;164;1585;[111,1530,232,1660];2570.62;0.612577;11157.5;41;Pos_ctrl
444;38;38;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;39;1327;1649;[1306,1599,1361,1672];2565.88;0.494873;2588.16;42;Pos_ctrl
445;39;39;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;40;911;1769;[868,1742,939,1804];2849.94;0.674111;2738.28;43;Pos_ctrl
446;40;40;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;41;951;1803;[913,1760,979,1843];2754.45;0.610551;3311.06;44;Pos_ctrl
447;41;41;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;42;553;1823;[492,1764,628,1878];2998.69;0.611186;10050.3;45;Pos_ctrl
448;42;42;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;43;409;1958;[364,1914,449,1996];2401.72;0.498232;4749.4;46;Pos_ctrl
449;43;43;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;44;2147;2032;[2119,1987,2187,2068];2270.85;0.563802;3544.22;47;Pos_ctrl
450;44;44;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;45;1076;2152;[1042,2118,1106,2198];2325.12;0.54505;3465.43;48;Pos_ctrl
451;45;45;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;46;1635;2168;[1609,2145,1677,2201];2177.73;0.612062;2063.29;49;Pos_ctrl
453;47;47;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;48;1577;391;[1555,261,1594,411];1993.83;0.205563;2364.58;52;Pos_ctrl
454;48;48;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;49;1539;367;[1527,276,1553,390];1995.7;0.422456;1519.25;53;Pos_ctrl
455;49;49;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;50;1729;377;[1721,314,1747,421];1992.92;0.15029;1320.16;54;Pos_ctrl
456;50;50;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;51;1831;592;[1820,515,1838,720];1995.92;0.204626;1824.81;55;Pos_ctrl
457;51;51;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;52;1673;556;[1532,548,1694,567];1987.39;0.266188;1470.28;56;Pos_ctrl
458;52;52;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;53;1716;597;[1538,587,1735,631];1991.95;0.155229;3931.75;57;Pos_ctrl
459;53;53;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;54;1883;614;[1865,595,1965,685];1991.74;0.177593;2237.89;58;Pos_ctrl
460;54;54;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;55;1718;653;[1559,640,1732,665];1991.38;0.279398;1699.18;59;Pos_ctrl
461;55;55;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;56;1702;709;[1608,703,1719,715];1986.17;0.353375;1001.83;60;Pos_ctrl
462;56;56;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;57;1720;750;[1707,739,1808,762];1987.7;0.283633;1473.47;61;Pos_ctrl
463;57;57;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;58;1863;937;[1733,836,1913,968];1987.86;0.0639016;3340.87;62;Pos_ctrl
464;58;58;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L22;12;22;1;1;59;1085;1691;[1068,1660,1107,1718];2215.86;0.306158;1060.39;63;Pos_ctrl
